,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Pret
183,3,"84,1 ",103.6,127,decomand,lux,Etaj 2 / 6,1,2,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,3,227.92
184,3,"90,53 ",NaN,"108,6 ",decomand,lux,Etaj 2 / 7,1,2,2020 (finalizata),beton,bloc de apartamente,P+7E,1,1,1,119
185,2,"58,8 ",NaN,"71,2 ",decomand,lux,Parter / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,NaN,129.36
186,4,125,NaN,164,decomand,lux,Etaj 4 / 20,1,3,2021 (in constructie),beton,bloc de apartamente,S+P+20E,NaN,NaN,1,419
187,3,72,NaN,"103,3 ",semidecomand,lux,Etaj 12 / 20,1,2,2021 (in constructie),beton,bloc de apartamente,P+20E,NaN,NaN,1,279
188,3,111,NaN,130,decomand,lux,Parter / 4,1,2,2020 (finalizata),beton,bloc de apartamente,D+P+4E,NaN,1,1,195
189,3,"73,2 ",NaN,"103,3 ",semidecomand,lux,Etaj 2 / 20,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+20E,NaN,NaN,1,284
190,2,60,NaN,NaN,decomand,1,Etaj 1 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,54
191,5,"181,98 ",185.34,236,NaN,lux,Etaj 9 / 10,NaN,4,2020 (finalizata),beton,bloc de apartamente,S+P+10E,NaN,NaN,2,770
192,3,80,80,92,decomand,lux,Etaj 5 / 11,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,70.389
193,2,53,53,62,decomand,1,Etaj 1 / 11,1,1,2020 (finalizata),beton,bloc de apartamente,P+11E,NaN,NaN,1,69
194,4,"93,4 ",99,NaN,decomand,1,Etaj 1 / 8,1,2,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,114
195,2,59,NaN,69,decomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,66
196,4,127,NaN,159,decomand,lux,Parter / 5,1,3,2018,beton,bloc de apartamente,S+D+P+5E,NaN,2,1,1.008.000 
197,3,114,136,236,decomand,lux,Parter / 4,1,2,2019,NaN,bloc de apartamente,P+4E,NaN,1,1,149.95
198,4,124,135,"165,4 ",decomand,lux,Etaj 2 / 15,1,3,2020 (finalizata),beton,bloc de apartamente,S+P+15E,NaN,NaN,1,489
199,3,"77,96 ",77.96,"92,66 ",decomand,lux,Etaj 8 / 10,1,2,2022 (in constructie),beton,bloc de apartamente,D+P+10E,NaN,1,2 (închise),85.756
200,3,"83,75 ",87.82,"111,16 ",semidecomand,lux,Etaj 10 / 11,1,2,NaN,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,146
201,2,"48,54 ",61.73,"78,01 ",decomand,1,Etaj 1 / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,102.9
202,1,"33,51 ",50.41,"60,2 ",decomand,1,Parter / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E+M,NaN,NaN,1,72.9
203,1,34,34,42,decomand,1,Etaj 4 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,NaN,1,39.5
204,4,205,216,268,decomand,lux,Etaj 13 / 15,1,3,2020 (finalizata),beton,bloc de apartamente,S+P+15E,NaN,NaN,2,1.229.000 
205,5,246,260,"319,4 ",decomand,lux,Etaj 14 / 15,1,4,2020 (finalizata),beton,bloc de apartamente,S+P+15E,NaN,NaN,2,1.795.000 
206,3,110,125,NaN,decomand,lux,Etaj 4 / 4,1,3,2019,beton,bloc de apartamente,P+4E,NaN,30,1,123.9
207,3,"84,23 ",87.07,"106,1 ",decomand,lux,Etaj 3 / 4,1,2,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,109.5
208,3,80,NaN,90,decomand,lux,Etaj 1 / 3,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+3E,NaN,NaN,1,116.5
209,2,54,54,63,decomand,1,Etaj 5 / 6,1,1,2020 (finalizata),NaN,bloc de apartamente,P+6E,NaN,NaN,1,61.5
210,2,61,NaN,71,decomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+4E,NaN,NaN,1,66
211,2,64,NaN,74,decomand,lux,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1,54.35
212,2,54,54,68,decomand,lux,Etaj 3 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,54.1
213,2,"52,8 ",52.8,"55,3 ",decomand,1,Etaj 3 / 4,1,1,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,59.3
214,2,44,44,55,decomand,1,Etaj 4 / 4,1,1,2020 (in constructie),caramida,bloc de apartamente,P+4E,NaN,NaN,1,58.4
215,3,87,NaN,99,semidecomand,1,Parter / 1,1,2,Între 1941 şi 1977,caramida,casa/vila,D+P+1E+M,NaN,NaN,1,239
216,3,70,70,80,decomand,lux,Etaj 2 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),86.5
217,3,"72,3 ",78.65,NaN,decomand,1,Etaj 1 / 8,1,2,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,87
218,1,36,36,44,decomand,1,Etaj 3 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,NaN,1,42.5
219,2,"64,51 ",64.51,"76,39 ",decomand,lux,Etaj 2 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,88.5
220,3,72,72,81,decomand,1,Etaj 3 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,72.9
221,2,40,40,48,decomand,lux,Parter / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,29.88
222,5,168,NaN,"201,45 ",decomand,lux,Etaj 5 / 5,1,3,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,499.999
223,2,"58,45 ",62.75,"62,75 ",semidecomand,1,Etaj 10,1,1,2020 (in constructie),beton,bloc de apartamente,S+D+P,NaN,NaN,1,69
224,2,70,75,96,decomand,1,Etaj 1 / 4,1,2,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,1,1,78.5
225,4,88,NaN,95,decomand,1,Etaj 3 / 4,NaN,2,1987,beton,bloc de apartamente,P+4E,NaN,NaN,1,180
226,3,80,NaN,80,decomand,1,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,1,1,104.6
227,2,54,54,61,decomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,62
228,3,"89,6 ",89.6,99,decomand,1,Etaj 1 / 6,1,2,2021 (proiect),beton,bloc de apartamente,P+6E+M,NaN,1,1,105.3
229,5,"218,01 ",NaN,"254,11 ",decomand,lux,Etaj 5 / 5,1,4,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,549.999
230,1,32,NaN,NaN,decomand,NaN,Etaj 1 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,1,1,32
231,3,"59,35 ",63.65,"81,61 ",semidecomand,1,Etaj 4 / 12,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,74
232,3,89,89,106,decomand,lux,Etaj 4 / 11,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+11E,1,99,1 (închise),157.5
233,4,"80,2 ",88.6,"97,7 ",decomand,1,Etaj 4 / 12,1,2,2022 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,147.741
234,1,27,27,NaN,decomand,NaN,Etaj 5,1,1,2021 (in constructie),beton,bloc de apartamente,NaN,NaN,NaN,1,23
235,2,60,NaN,NaN,decomand,1,Etaj 10 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,55
236,1,37,NaN,NaN,decomand,1,Etaj 1 / 10,1,1,2019,beton,bloc de apartamente,P+10E,NaN,NaN,1,37.4
237,2,"68,2 ",68.2,75,decomand,1,Etaj 1 / 11,1,1,2020 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,86.5
238,5,"288,56 ",NaN,"345,23 ",decomand,lux,Etaj 5 / 5,1,4,2022 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,850
239,3,66,NaN,NaN,NaN,NaN,Etaj 1 / 2,1,1,2020 (finalizata),beton,casa/vila,P+2E,NaN,1,1,74.9
240,4,"173,91 ",NaN,"206,3 ",decomand,lux,Etaj 5 / 5,1,4,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,399.999
241,3,67,NaN,80,decomand,1,Etaj 2 / 4,NaN,1,2021 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,74.1
242,2,58,58,58,decomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1 (închise),35.7
243,1,32,32,NaN,decomand,NaN,Etaj 6,1,1,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,1,30.3
244,2,59,59,71,semidecomand,lux,Etaj 4 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+11E,NaN,NaN,1 (închise),94
245,2,50,50,59,decomand,1,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,39.9
246,3,"94,5 ",94.5,111,semidecomand,1,Etaj 2 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,2,93.5
247,2,58,58,69,semidecomand,1,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,46.9
248,2,50,50,56,semidecomand,1,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,39.9
249,1,39,NaN,48,decomand,1,Etaj 1 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,32.9
250,2,"59,92 ",NaN,"73,42 ",decomand,1,Etaj 2 / 10,1,1,2021 (in constructie),beton,bloc de apartamente,P+10E,NaN,NaN,1,66.5
251,3,80,NaN,96,decomand,1,Etaj 2 / 11,NaN,2,2019,caramida,bloc de apartamente,D+P+11E,NaN,2,1,175
252,3,104,NaN,104,semidecomand,lux,Parter / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,155
253,2,66,66,70,decomand,1,Etaj 1 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,72.368
254,2,57,57,63,decomand,1,Etaj 5 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,2,64
255,2,57,61,67,decomand,1,Etaj 7 / 8,1,1,1997,beton,bloc de apartamente,P+8E,NaN,NaN,1 (închise),102
256,1,36,NaN,38,decomand,1,Etaj 9 / 10,1,1,1980,beton,bloc de apartamente,P+10E,NaN,NaN,NaN,60
257,2,48,48,57,decomand,1,Etaj 1 / 7,1,1,NaN,beton,bloc de apartamente,P+7E,NaN,NaN,1,51.49
258,4,162,162,192,decomand,lux,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+3E,NaN,NaN,1,209
259,2,58,NaN,58,decomand,1,Etaj 4 / 5,1,1,2020 (finalizata),beton,bloc de apartamente,P+5E,NaN,NaN,1 (închise),69.9
260,2,43,43,52,NaN,lux,Etaj 2 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,48.5
261,2,67,67,67,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,2 (închise),39.8
262,2,"43,81 ",52.6,NaN,semidecomand,1,Etaj 10 / 11,1,1,2021 (in constructie),NaN,bloc de apartamente,S+P+11E,NaN,NaN,1,56.39
263,2,52,NaN,68,decomand,lux,Parter / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,NaN,66.3
264,3,74,74,85,decomand,lux,Etaj 1 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),89.5
265,3,71,NaN,83,decomand,1,Etaj 3 / 4,1,2,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,74.9
266,2,58,58,69,decomand,1,Etaj 1,1,1,2021 (in constructie),beton,bloc de apartamente,D+P,NaN,NaN,1,46.9
267,2,49,NaN,63,decomand,lux,Etaj 2 / 4,NaN,1,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,1,49.52
268,2,49,49,NaN,decomand,NaN,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,41.5
269,2,58,58,72,decomand,1,Etaj 1 / 8,1,1,2020 (finalizata),beton,bloc de apartamente,P+8E,NaN,NaN,2,49.9
270,3,"89,81 ",89.81,105,decomand,lux,Etaj 7 / 7,1,2,2019,beton,bloc de apartamente,D+P+7E,NaN,NaN,1,75.15
271,2,61,61,72,decomand,1,Parter / 11,1,1,2019,beton,bloc de apartamente,P+11E,NaN,NaN,1,54.19
272,3,79,79,92,decomand,1,Parter / 11,1,2,2019,beton,bloc de apartamente,P+11E,NaN,NaN,1,69.429
273,3,"78,54 ",90.21,109,decomand,lux,Etaj 1 / 11,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,199
274,3,97,97,97,semidecomand,lux,Etaj 1 / 10,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),145.5
275,2,"83,4 ",83.4,95,decomand,lux,Parter / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,85.9
276,3,"62,08 ",NaN,"80,8 ",decomand,lux,Etaj 2 / 4,1,1,2021 (in constructie),NaN,bloc de apartamente,D+P+4E,1,1,1,81.6
277,3,"78,54 ",90.21,109,decomand,lux,Etaj 1 / 11,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,199.5
278,2,70,70,82,decomand,1,Etaj 3 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,64.5
279,1,"35,79 ",NaN,"42,3 ",decomand,1,Etaj 1 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,39.99
280,3,79,79,98,decomand,lux,Etaj 2 / 5,1,2,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,2,89.9
281,2,59,59,72,decomand,lux,Etaj 3 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,1,99,1 (închise),99.9
282,4,127,130,162,decomand,1,Etaj 6 / 10,1,2,2012,beton,bloc de apartamente,S+P+10E,NaN,2,3 (închise),230
283,2,62,62,78,decomand,1,Etaj 5 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,NaN,1 (închise),52.725
284,1,27,27,NaN,decomand,NaN,Etaj 6 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,22.5
285,2,41,41,54,decomand,1,Etaj 1 / 9,1,1,2020 (finalizata),beton,bloc de apartamente,P+9E,NaN,NaN,1,36.9
286,2,"65,98 ",NaN,"80,62 ",decomand,1,Etaj 3 / 10,1,1,2021 (in constructie),beton,bloc de apartamente,P+10E,NaN,NaN,1,70
287,2,52,52,61,decomand,1,Etaj 1 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,55.49
288,1,30,NaN,40,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,NaN,34.99
289,1,"45,66 ",45.66,54,decomand,lux,Etaj 3 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E+M,NaN,NaN,1,44.743
290,3,66,66,73,semidecomand,1,Etaj 1 / 8,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,59.9
291,2,54,NaN,81,semidecomand,lux,Etaj 3 / 12,1,1,2020 (finalizata),beton,bloc de apartamente,P+12E,NaN,NaN,NaN,156
292,2,57,57,57,semidecomand,lux,Etaj 1 / 10,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1,87.8
293,3,66,79,NaN,NaN,NaN,Etaj 2 / 2,1,1,2020 (finalizata),beton,casa/vila,P+2E,NaN,1,1,72.9
294,5,176,211,260,decomand,lux,Etaj 4 / 5,1,4,2007,beton,bloc de apartamente,S+P+5E,2,NaN,2,647
295,3,"76,6 ",131.4,NaN,decomand,1,Etaj 2 / 11,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,109.25
296,1,"35,79 ",NaN,"42,3 ",decomand,1,Etaj 2 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,39.99
297,2,"66,9 ",66.9,77,decomand,1,Etaj 1 / 6,1,1,2021 (proiect),beton,bloc de apartamente,P+6E+M,NaN,1,2,72.672
298,3,"106,23 ",NaN,"114,5 ",semidecomand,1,Parter / 7,1,2,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,NaN,86.9
299,3,100,NaN,120,decomand,lux,Etaj 11 / 16,1,2,2009,beton,bloc de apartamente,P+16E,NaN,2,2,244.9
300,2,52,NaN,62,decomand,1,Etaj 3 / 7,NaN,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,NaN,57.13
301,3,67,67,75,decomand,1,Parter / 4,1,2,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,64.9
302,3,90,90,100,decomand,lux,Etaj 1 / 7,1,2,2021 (in constructie),caramida,bloc de apartamente,D+P+7E,NaN,1,1,84.5
303,4,133,133,160,decomand,1,Etaj 8 / 10,1,2,1995,beton,bloc de apartamente,S+P+10E,NaN,1,3,245
304,3,"91,34 ",NaN,101,decomand,1,Parter / 7,1,2,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,NaN,76.9
305,2,66,NaN,72,decomand,1,Etaj 3 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,51.9
306,4,"142,4 ",142.4,"142,4 ",decomand,lux,Parter / 3,1,2,2019,beton,bloc de apartamente,S+P+3E,NaN,NaN,2,169.9
307,3,63,63,71,decomand,1,Parter / 4,1,2,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,64.9
308,3,67,67,73,decomand,1,Etaj 1 / 8,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,59.9
309,2,52,NaN,65,decomand,lux,Etaj 1 / 6,NaN,1,2020 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,50.43
310,1,37,NaN,47,decomand,lux,Etaj 3 / 4,1,1,2019,beton,bloc de apartamente,D+P+4E,NaN,1,1,46
311,2,"54,13 ",54.13,65,decomand,1,Etaj 1 / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,1,2,46.397
312,2,72,NaN,82,decomand,1,Etaj 3 / 3,1,2,2017,beton,bloc de apartamente,P+3E,NaN,1,2,60
313,2,37,37,50,decomand,1,Etaj 1 / 9,1,1,2020 (finalizata),beton,bloc de apartamente,P+9E,NaN,NaN,1,34.9
314,3,"94,57 ",94.57,100,decomand,1,Etaj 2 / 11,1,2,2020 (finalizata),NaN,bloc de apartamente,P+11E,NaN,NaN,2,121.9
315,1,35,35,45,decomand,1,Etaj 8 / 9,1,1,2020 (finalizata),beton,bloc de apartamente,P+9E,NaN,NaN,1,31.5
316,4,172,250,270,decomand,lux,Etaj 2 / 4,1,3,2006,bca,bloc de apartamente,S+P+4E,NaN,1,3,358.7
317,2,43,NaN,52,semidecomand,1,Etaj 2 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,1,1,48.5
318,3,61,67,80,decomand,1,Etaj 7 / 10,1,1,1975,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),120
319,2,62,62,69,decomand,lux,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,62
320,2,59,59,NaN,decomand,NaN,Parter / 3,1,1,2018,beton,bloc de apartamente,P+3E+M,NaN,1,1,55
321,3,"72,3 ",72.3,"85,3 ",semidecomand,1,Parter / 3,NaN,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,77
322,2,"60,41 ",60.41,71,decomand,lux,Etaj 2 / 2,1,1,2020 (finalizata),beton,bloc de apartamente,P+2E,NaN,1,1,57.533
323,3,75,84,100,decomand,1,Etaj 1 / 8,1,2,1992,beton,bloc de apartamente,S+P+8E,NaN,NaN,3 (2 închise),169.7
324,3,120,NaN,138,semidecomand,1,Etaj 4 / 5,1,2,2007,beton,bloc de apartamente,P+5E,NaN,NaN,1,189
325,3,70,NaN,91,decomand,lux,Etaj 2 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,1,88.74
326,1,30,NaN,NaN,decomand,NaN,Parter / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,1,1,26.8
327,3,"88,81 ",88.81,"104,54 ",decomand,lux,Etaj 7 / 7,1,2,2020 (finalizata),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,75.15
328,2,47,47,50,decomand,1,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,39.9
329,2,47,47,57,decomand,1,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,39.9
330,2,57,NaN,69,decomand,lux,Mansarda / 2,NaN,1,2020 (finalizata),beton,bloc de apartamente,P+2E,NaN,NaN,1,66.666
331,3,82,99,121,decomand,1,Etaj 1 / 7,1,NaN,2019,beton,bloc de apartamente,P+7E,NaN,NaN,1,173
332,3,"81,5 ",81.5,135,semidecomand,1,Etaj 3 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,2,94.5
333,3,93,93,110,semidecomand,1,Etaj 2 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,1,2,88.5
334,2,59,61.84,"76,49 ",decomand,lux,Etaj 3 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,78.5
335,2,57,63,76,decomand,lux,Etaj 2 / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,106
336,3,"92,2 ",92.2,192,semidecomand,1,Etaj 3 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,2,1,111
337,2,56,56,56,decomand,1,Etaj 2 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,35.5
338,3,80,80,90,decomand,1,Etaj 1 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,96
339,2,53,58,"70,03 ",decomand,1,Etaj 10 / 11,1,2,2020 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,83
340,1,41,41,47,decomand,lux,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,44
341,2,"44,75 ",50.33,"56,21 ",decomand,lux,Etaj 1 / 10,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1,106
342,3,"75,65 ",87.33,"104,3 ",decomand,lux,Etaj 3 / 7,1,2,2018,beton,bloc de apartamente,S+P+7E,NaN,NaN,1,121.685
343,2,65,65,78,decomand,1,Etaj 3 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,57.5
344,1,35,NaN,42,decomand,NaN,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,NaN,1,29.9
345,2,"54,3 ",62.75,75,decomand,lux,Etaj 1 / 7,1,1,2018,beton,bloc de apartamente,S+P+7E,NaN,NaN,1,90.125
346,2,52,NaN,61,decomand,1,Parter / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,55.2
347,4,"116,7 ",138.7,"178,4 ",decomand,lux,Etaj 6 / 6,1,2,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,3,346.75
348,3,77,NaN,91,decomand,1,Parter / 6,1,2,2019,beton,bloc de apartamente,P+6E,NaN,NaN,1,86
349,3,79,NaN,90,semidecomand,lux,Etaj 1 / 3,1,2,2017,NaN,bloc de apartamente,P+3E,NaN,NaN,1,245
350,3,"76,68 ",82.91,"94,49 ",decomand,lux,Etaj 6 / 10,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1,169
351,3,"91,34 ",NaN,"104,2 ",decomand,1,Parter / 7,1,2,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,NaN,76.9
352,1,46,46,52,decomand,lux,Etaj 1 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,45.5
353,3,"70,44 ",76.67,"87,52 ",decomand,lux,Etaj 6 / 10,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+10E,NaN,NaN,1,160
354,3,84,84,104,decomand,lux,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,103.9
355,4,81,100.48,"118,65 ",decomand,lux,Etaj 3 / 7,1,2,2018,beton,bloc de apartamente,S+P+7E,NaN,NaN,3,153.63
356,2,54,57.2,60,decomand,lux,Etaj 7 / 11,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,1,1,113.7
357,2,63,NaN,75,decomand,lux,Etaj 1 / 7,NaN,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,63
358,3,69,NaN,84,decomand,1,Parter / 4,1,2,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,70
359,3,95,95,98,decomand,1,Etaj 3 / 10,1,1,Între 2000 şi 2010,beton,bloc de apartamente,P+10E,NaN,1,1,88
360,5,234,NaN,357,decomand,1,Etaj 5 / 5,1,3,2011,beton,bloc de apartamente,P+5E,NaN,NaN,3,640
361,3,76,146,165,decomand,lux,Etaj 3 / 3,1,2,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,178
362,3,72,74,91,decomand,lux,Etaj 1 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,127
363,2,62,NaN,75,decomand,lux,Etaj 3 / 7,NaN,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,1,59
364,2,40,NaN,48,decomand,1,Parter / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,43.9
365,2,"55,5 ",55.8,65,semidecomand,1,Parter / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,62.5
366,2,60,NaN,74,decomand,lux,Etaj 1 / 4,NaN,1,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,1,63.5
367,3,97,NaN,NaN,decomand,NaN,Etaj 1 / 3,1,2,2010,NaN,bloc de apartamente,D+P+3E,NaN,NaN,2,219
368,3,93,NaN,96,circul,1,Etaj 1 / 3,1,1,1967,caramida,bloc de apartamente,P+3E,NaN,NaN,3,165
369,3,70,NaN,85,decomand,1,Etaj 1 / 4,1,2,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,71.5
